Provider,PotentialFraud,InscClaimAmtReimbursed,DeductibleAmtPaid,AdmitForDays,NoOfMonths_PartACov,NoOfMonths_PartBCov,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,Age,WhetherDead,Gender_2,Race_2,Race_3,Race_5
PRV56135,0,57230,2136.0,54.0,264,250,10,8,5,0,5,12,13,15,6,6,1,115000,10476,56020,14050,1682.0,2.0,13.0,2.0,1.0,3.0
PRV56136,0,7120,1068.0,4.0,96,96,4,2,4,1,2,3,4,5,2,0,0,43640,4272,12980,2010,528.0,0.0,5.0,0.0,1.0,2.0
PRV56137,0,16150,120.0,0.0,576,576,13,28,17,6,17,21,30,33,10,9,0,141180,17816,123560,33560,3371.0,0.0,19.0,2.0,4.0,7.0
PRV56138,0,13160,460.0,0.0,432,432,19,22,12,9,8,30,25,33,5,12,2,187000,19224,87100,29590,2565.0,0.0,23.0,1.0,8.0,4.0
PRV56139,0,45010,3204.0,25.0,251,252,9,16,4,1,12,9,16,15,6,3,0,144240,11748,48440,13880,1643.0,0.0,14.0,3.0,1.0,4.0
PRV56140,0,130600,17088.0,110.0,360,372,14,22,15,2,11,10,21,26,8,7,3,334930,63904,52460,16050,2232.0,0.0,18.0,2.0,3.0,4.0
PRV56141,0,14540,40.0,0.0,468,457,10,14,10,3,7,13,25,30,13,10,3,7600,1068,75830,22560,2749.0,1.0,25.0,5.0,1.0,4.0
PRV56142,0,131590,5450.0,79.0,600,624,22,34,25,12,18,20,37,41,16,19,4,337110,66768,145580,42620,3859.0,0.0,26.0,7.0,3.0,8.0
PRV56143,0,5220,50.0,0.0,348,348,9,20,8,6,7,13,18,22,3,6,3,47680,7476,35240,7120,2073.0,0.0,21.0,1.0,2.0,4.0
PRV56145,0,22650,210.0,0.0,612,621,17,36,24,6,15,26,32,35,11,11,1,240240,55360,106080,27530,3786.0,0.0,23.0,0.0,4.0,11.0
PRV56146,0,11600,0.0,0.0,228,252,5,9,2,0,4,9,11,15,5,7,2,22200,3204,60010,11620,1490.0,0.0,11.0,3.0,1.0,4.0
PRV56147,0,18470,2136.0,24.0,96,96,6,7,2,3,2,3,7,7,0,2,0,73430,11408,7210,4420,609.0,0.0,5.0,1.0,2.0,1.0
PRV56148,0,23950,210.0,0.0,1704,1700,43,72,42,28,46,61,96,87,34,15,12,526620,52332,267430,89150,10496.0,0.0,75.0,13.0,14.0,25.0
PRV56149,0,6130,120.0,0.0,324,315,10,5,13,2,9,11,21,17,13,7,2,17000,4272,36340,7340,1998.0,0.0,14.0,8.0,0.0,8.0
PRV56151,0,17780,110.0,0.0,1044,1022,26,28,20,7,8,20,42,54,24,19,7,169600,27660,126690,48090,6421.0,0.0,61.0,3.0,2.0,4.0
PRV56152,0,6620,20.0,0.0,216,212,4,9,4,4,5,5,14,10,4,1,2,51600,4272,44450,11560,1321.0,0.0,9.0,1.0,0.0,2.0
PRV56153,0,1410,0.0,0.0,108,102,4,6,4,2,5,6,7,5,0,3,0,49000,2136,22260,8330,640.0,0.0,6.0,1.0,1.0,0.0
PRV56154,0,4350,0.0,0.0,228,228,3,13,8,3,5,7,12,16,4,7,1,119120,6408,16550,5840,1375.0,0.0,11.0,0.0,1.0,3.0
PRV56156,0,46620,5490.0,30.0,828,806,22,39,27,10,15,32,48,52,24,30,4,103650,19020,98760,40560,4929.0,2.0,38.0,5.0,3.0,14.0
PRV56157,0,13840,0.0,0.0,444,456,12,16,12,1,9,16,19,25,7,12,3,112900,10680,52660,13860,2767.0,0.0,28.0,4.0,1.0,7.0
PRV56158,0,5930,40.0,0.0,456,456,17,20,8,4,7,18,20,24,14,5,0,77600,8544,34630,13680,2735.0,0.0,29.0,9.0,5.0,3.0
PRV56159,0,7160,350.0,0.0,360,360,7,16,14,6,7,14,21,19,5,9,2,117000,11748,92330,22910,2266.0,1.0,20.0,2.0,3.0,5.0
PRV56161,1,105640,13186.0,100.0,564,564,24,26,22,6,17,31,37,37,19,14,4,237120,27768,58320,23110,3492.0,0.0,23.0,2.0,4.0,4.0
PRV56163,0,3180,80.0,0.0,84,84,3,3,3,1,3,4,4,4,4,1,0,98080,7476,16780,3150,463.0,0.0,2.0,0.0,0.0,3.0
PRV56164,0,5570,0.0,0.0,324,324,7,15,11,3,8,11,21,18,4,9,1,87190,12816,44610,10570,1937.0,0.0,17.0,1.0,3.0,5.0
PRV56165,0,12810,50.0,0.0,228,228,5,9,5,0,6,7,12,14,5,7,0,46010,5340,54210,19410,1315.0,0.0,9.0,0.0,3.0,5.0
PRV56166,0,8720,2136.0,6.0,96,96,4,4,4,0,3,4,5,6,1,2,1,18000,3204,19410,4550,629.0,0.0,6.0,2.0,0.0,1.0
PRV56168,0,20,0.0,0.0,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,520,0,70.0,0.0,0.0,0.0,0.0,0.0
PRV56169,0,7350,0.0,0.0,264,252,8,6,7,1,5,11,15,12,8,9,1,21800,4272,34430,14420,1722.0,0.0,13.0,2.0,1.0,6.0
PRV56170,0,73370,8544.0,38.0,216,216,10,9,9,5,3,9,11,14,1,3,2,125610,17816,40250,11600,1292.0,0.0,15.0,1.0,1.0,2.0
PRV56171,0,1140,10.0,0.0,180,180,10,10,6,3,4,7,11,14,3,4,2,11000,1068,17870,3210,996.0,0.0,12.0,1.0,2.0,3.0
PRV56172,0,31140,3204.0,11.0,132,132,1,4,5,2,1,3,2,7,1,2,0,27610,4272,12870,1420,686.0,0.0,5.0,0.0,0.0,3.0
PRV56173,0,106720,6568.0,47.0,528,525,12,25,18,9,13,19,28,36,19,13,6,217270,20292,103240,27380,3128.0,0.0,23.0,5.0,2.0,3.0
PRV56174,0,3550,1068.0,4.0,120,120,3,4,6,2,3,5,7,7,6,3,0,80940,6408,11030,2980,670.0,0.0,6.0,0.0,0.0,3.0
PRV56176,0,7960,250.0,0.0,252,252,7,13,8,2,9,9,11,15,9,10,1,7360,1068,55240,18910,1527.0,0.0,13.0,1.0,1.0,5.0
PRV56177,0,2600,80.0,0.0,216,216,7,9,3,6,8,13,8,11,7,6,0,22000,4272,14240,5920,1280.0,0.0,5.0,0.0,3.0,4.0
PRV56179,0,9950,1068.0,34.0,84,96,5,7,6,0,4,5,7,7,1,1,3,41800,5340,23130,6120,516.0,0.0,5.0,2.0,1.0,2.0
PRV56181,0,4550,0.0,0.0,144,122,6,5,3,1,3,7,8,11,7,7,2,7360,1068,19580,7930,823.0,0.0,10.0,0.0,0.0,2.0
PRV56182,0,13590,170.0,0.0,600,588,21,35,17,13,23,23,30,41,17,20,2,178010,14952,75690,30150,3712.0,0.0,36.0,3.0,7.0,9.0
PRV56183,0,4240,0.0,0.0,276,276,9,15,14,1,6,9,16,16,3,5,1,208360,8544,20290,10120,1626.0,0.0,10.0,1.0,3.0,1.0
PRV56184,0,2730,130.0,0.0,204,216,4,10,13,6,4,16,13,12,5,2,1,111000,8544,47370,12860,1153.0,0.0,16.0,0.0,7.0,4.0
PRV56185,0,530,100.0,0.0,84,84,3,3,3,0,0,2,7,3,1,2,0,0,0,3090,1230,463.0,0.0,3.0,3.0,1.0,0.0
PRV56186,0,2660,0.0,0.0,144,111,6,7,2,2,3,7,9,9,4,5,2,16000,1068,21350,6280,728.0,1.0,8.0,0.0,0.0,0.0
PRV56187,0,4970,110.0,0.0,204,213,4,9,1,1,5,8,11,12,5,6,0,46600,4272,29430,7140,1300.0,0.0,10.0,1.0,2.0,4.0
PRV56189,0,960,0.0,0.0,72,70,3,1,0,0,1,3,4,5,1,2,0,6000,1068,5070,1150,401.0,0.0,1.0,2.0,0.0,1.0
PRV56190,0,790,60.0,0.0,72,72,4,4,5,0,2,6,4,5,5,2,1,0,0,6380,1910,438.0,0.0,2.0,0.0,0.0,5.0
PRV56191,0,20710,400.0,0.0,720,744,20,23,16,8,16,21,38,32,11,15,1,301370,34176,225380,74090,4293.0,0.0,48.0,4.0,10.0,6.0
PRV56193,0,4880,100.0,0.0,168,168,6,4,5,4,4,10,12,13,4,2,1,91020,13544,23050,9950,1056.0,0.0,10.0,1.0,1.0,1.0
PRV56194,0,2170,0.0,0.0,96,92,6,6,1,1,4,5,6,6,0,1,3,100400,11408,5720,1760,523.0,0.0,4.0,0.0,0.0,4.0
PRV56196,0,740,0.0,0.0,60,72,3,3,3,0,1,3,4,3,0,0,1,18000,2136,3470,810,461.0,1.0,5.0,0.0,1.0,1.0
PRV56198,0,6500,0.0,0.0,240,252,11,14,4,3,7,11,15,15,4,0,0,19000,1068,37310,10640,1450.0,0.0,9.0,1.0,1.0,4.0
PRV56199,0,2600,0.0,0.0,192,170,7,11,2,0,3,10,10,14,6,8,1,7360,1068,24660,11220,1123.0,0.0,13.0,1.0,2.0,4.0
PRV56200,0,12600,0.0,0.0,692,693,24,35,32,13,20,29,38,49,18,18,5,154460,18156,120260,44270,4253.0,0.0,29.0,6.0,4.0,11.0
PRV56201,0,120,0.0,0.0,36,12,2,2,1,0,0,2,2,3,0,1,0,0,0,10380,3940,250.0,0.0,2.0,0.0,1.0,0.0
PRV56202,0,10000,1068.0,4.0,12,12,0,0,1,0,0,0,1,1,0,1,1,10000,1068,250,0,86.0,0.0,0.0,0.0,0.0,0.0
PRV56206,0,6240,80.0,0.0,354,372,8,17,8,5,5,13,16,24,12,14,1,105040,11748,64970,20900,2282.0,0.0,18.0,1.0,0.0,5.0
PRV56207,0,89520,3584.0,31.0,1140,1128,40,60,42,16,32,40,68,71,41,30,7,540740,45956,184340,49100,7275.0,2.0,61.0,5.0,0.0,2.0
PRV56208,0,25610,0.0,0.0,804,804,27,45,28,12,15,32,52,49,21,17,4,192740,25632,163300,41270,4924.0,0.0,46.0,6.0,4.0,3.0
PRV56209,0,57370,330.0,0.0,2228,2245,79,118,90,30,65,80,144,145,48,63,20,1084630,106264,450730,122420,14272.0,0.0,108.0,14.0,4.0,8.0
PRV56210,0,254720,33378.0,185.0,1800,1779,67,93,72,24,47,76,107,119,50,50,11,1018180,131548,286430,69410,11172.0,4.0,91.0,12.0,3.0,4.0
PRV56211,0,23700,410.0,0.0,984,984,28,47,31,8,24,33,55,64,23,24,5,249370,34240,173410,47830,6100.0,0.0,41.0,6.0,0.0,6.0
PRV56212,0,5360,0.0,0.0,192,192,8,9,8,3,5,7,14,14,5,4,1,21460,3204,27740,5870,1221.0,0.0,11.0,1.0,0.0,2.0
PRV56213,0,161060,1830.0,0.0,7644,7690,221,340,239,79,146,273,411,452,179,184,55,2343000,241368,978220,282190,47743.0,8.0,372.0,25.0,22.0,7.0
PRV56214,0,710,0.0,0.0,36,36,0,1,2,1,1,1,2,2,0,0,0,0,0,3060,590,209.0,0.0,2.0,0.0,0.0,0.0
PRV56216,0,157910,1570.0,0.0,5759,5748,202,265,210,85,149,216,352,371,124,160,36,1932570,227716,1083870,293770,35590.0,4.0,303.0,73.0,9.0,3.0
PRV56217,0,9920,0.0,0.0,540,540,16,22,13,5,7,15,29,28,14,12,2,176790,11748,83820,24560,3402.0,0.0,30.0,10.0,1.0,1.0
PRV56218,0,59160,6618.0,52.0,1416,1416,45,58,48,24,43,55,79,82,36,41,15,487890,74604,281650,67740,8680.0,2.0,72.0,22.0,2.0,0.0
PRV56219,0,116970,3744.0,41.0,3324,3324,123,160,113,45,98,123,207,216,82,119,8,1069180,101052,659630,196818,20377.0,0.0,165.0,50.0,0.0,0.0
PRV56220,0,18610,3204.0,16.0,180,180,5,11,8,3,6,6,13,10,4,3,1,24620,5340,34180,10140,1036.0,0.0,10.0,2.0,0.0,0.0
PRV56221,0,228340,19684.0,101.0,3648,3654,119,168,115,20,94,124,223,233,110,90,28,879370,117510,570060,163830,21983.0,0.0,179.0,50.0,6.0,2.0
PRV56222,0,24770,370.0,0.0,1212,1212,48,62,38,23,33,43,79,75,36,31,14,280690,39516,219760,61090,7258.0,1.0,62.0,13.0,0.0,1.0
PRV56224,0,68950,4552.0,13.0,1320,1319,37,68,46,21,34,49,75,85,35,38,8,348130,38448,265510,80720,8070.0,3.0,65.0,15.0,1.0,0.0
PRV56225,1,761100,53522.0,384.0,6996,7056,238,339,220,112,166,221,395,453,178,137,51,3597240,294476,1310090,421370,43345.0,8.0,402.0,131.0,0.0,0.0
PRV56227,0,8820,1088.0,3.0,312,312,13,19,8,4,5,16,19,22,12,10,3,179400,13884,38230,11320,1938.0,0.0,16.0,8.0,2.0,0.0
PRV56228,0,65670,710.0,0.0,3144,3132,97,141,85,19,69,116,190,201,109,90,22,394190,60808,526140,143080,18654.0,0.0,145.0,47.0,2.0,0.0
PRV56229,0,4440,0.0,0.0,156,156,1,9,3,1,1,6,12,13,6,3,1,32000,4272,54070,12590,901.0,0.0,9.0,1.0,0.0,0.0
PRV56231,1,408720,34776.0,179.0,3192,3222,120,150,112,37,72,116,195,187,95,108,23,1257680,144680,466770,142430,19437.0,0.0,163.0,65.0,4.0,0.0
PRV56232,0,9780,0.0,0.0,408,420,18,21,16,3,6,15,24,25,12,9,5,176880,27360,64870,20270,2545.0,0.0,19.0,6.0,2.0,1.0
PRV56233,0,32890,110.0,0.0,1164,1176,35,65,32,7,40,41,82,81,35,29,4,418870,43788,404920,90780,7452.0,1.0,61.0,32.0,0.0,0.0
PRV56234,0,21720,80.0,0.0,828,840,36,44,33,24,27,26,56,56,28,22,6,350390,33108,134570,37240,5154.0,1.0,39.0,9.0,0.0,1.0
PRV56235,0,178900,15822.0,117.0,2028,2052,80,115,66,15,48,83,113,131,58,48,15,1287860,110468,364090,96680,12581.0,0.0,101.0,24.0,2.0,1.0
PRV56236,0,56080,7486.0,38.0,432,432,17,24,19,6,15,12,22,30,8,11,3,279950,53244,79560,24790,2663.0,0.0,20.0,4.0,1.0,0.0
PRV56237,0,35030,600.0,0.0,2376,2376,82,96,70,21,70,74,132,146,36,62,9,1069100,122664,294320,98930,14528.0,0.0,110.0,40.0,0.0,2.0
PRV56238,0,73690,4362.0,33.0,372,372,15,19,14,7,13,16,23,23,10,9,3,267860,22428,60880,20430,2312.0,0.0,16.0,6.0,0.0,0.0
PRV56239,0,54830,340.0,0.0,1500,1500,35,73,42,10,35,45,74,91,31,44,4,272460,41312,744400,203610,8552.0,0.0,70.0,40.0,0.0,0.0
PRV56241,0,31640,130.0,0.0,1680,1668,58,89,64,21,47,61,110,93,58,51,14,486560,60308,277770,87510,10138.0,4.0,83.0,25.0,3.0,0.0
PRV56242,0,50420,1228.0,1.0,1632,1632,68,90,53,12,43,52,87,105,28,37,14,807610,66876,418140,112760,10044.0,0.0,87.0,32.0,1.0,0.0
PRV56243,0,922780,81274.0,449.0,10872,10845,395,518,372,138,291,380,662,697,270,280,73,4117070,462768,1869150,549090,66281.0,5.0,522.0,139.0,17.0,11.0
PRV56245,0,13720,130.0,0.0,876,912,33,50,31,6,26,46,49,54,16,13,12,440830,26700,165360,48870,5158.0,0.0,41.0,11.0,0.0,0.0
PRV56247,0,20410,2256.0,4.0,288,312,8,12,5,3,8,8,14,13,13,10,3,131680,10544,61510,10240,1884.0,0.0,12.0,3.0,0.0,1.0
PRV56248,0,283190,2290.0,0.0,11069,11176,394,520,378,121,280,395,642,670,261,320,102,4523670,567080,2255730,546860,67636.0,4.0,528.0,199.0,13.0,1.0
PRV56249,1,875110,61740.0,418.0,13248,13295,455,577,447,151,298,480,772,815,363,354,107,4774530,521308,2247090,612648,79946.0,7.0,641.0,207.0,19.0,3.0
PRV56251,0,8950,0.0,0.0,360,360,6,16,6,4,3,10,22,23,12,14,1,81470,7476,94010,30070,2194.0,0.0,22.0,5.0,1.0,0.0
PRV56252,0,5210,0.0,0.0,216,216,10,12,11,1,3,9,13,13,11,10,1,37600,5340,29590,8150,1262.0,0.0,11.0,3.0,0.0,0.0
PRV56253,1,636680,68064.0,429.0,3720,3730,128,168,129,39,98,127,224,222,117,104,31,1873800,205040,539310,167740,22650.0,0.0,198.0,68.0,8.0,1.0
PRV56255,0,38510,360.0,0.0,1212,1221,33,60,46,15,27,37,76,77,25,30,4,302570,33408,350060,87330,7636.0,0.0,63.0,22.0,3.0,0.0
PRV56256,0,90650,11758.0,56.0,636,655,23,36,24,9,13,26,33,42,12,16,10,284940,39040,75470,24410,4067.0,0.0,39.0,9.0,3.0,0.0
PRV56257,1,157440,18256.0,133.0,624,624,26,31,27,9,16,16,40,42,21,20,6,393680,45788,117230,42330,3860.0,2.0,32.0,9.0,2.0,0.0
PRV56258,0,26130,170.0,0.0,828,840,30,40,31,14,24,30,49,51,18,21,6,191920,27232,237110,65230,5238.0,1.0,39.0,11.0,3.0,2.0
PRV56259,1,160020,17508.0,114.0,2316,2340,93,112,74,20,59,91,145,156,69,80,26,993810,102828,470190,133290,14117.0,1.0,123.0,28.0,1.0,1.0
PRV56260,0,550510,57672.0,298.0,708,702,40,39,34,19,36,34,47,55,22,17,11,1014750,109256,73610,21500,4322.0,0.0,40.0,9.0,0.0,1.0
PRV56261,0,24690,500.0,0.0,816,825,25,39,18,8,22,25,36,50,25,24,2,202030,19224,132930,31100,5098.0,0.0,34.0,8.0,1.0,0.0
PRV56262,0,3480,40.0,0.0,180,180,5,9,4,3,5,5,9,12,7,4,0,57000,7476,31800,12790,1074.0,1.0,9.0,3.0,0.0,0.0
PRV56263,0,22940,2336.0,7.0,216,216,7,7,2,1,5,9,12,12,8,5,0,52800,9912,25560,7980,1431.0,0.0,11.0,4.0,0.0,0.0
PRV56264,0,172050,19294.0,152.0,612,612,24,25,28,6,16,25,35,37,7,12,4,338510,42720,92310,25070,3736.0,0.0,26.0,9.0,2.0,1.0
PRV56265,0,211760,21930.0,132.0,1428,1380,42,63,55,20,32,44,96,110,46,40,20,764800,69420,223980,85510,8845.0,1.0,102.0,40.0,0.0,0.0
PRV56266,0,9640,40.0,0.0,360,360,14,12,11,1,13,16,15,22,3,15,3,61920,8544,70770,16420,2069.0,0.0,9.0,1.0,0.0,0.0
PRV56267,0,350,60.0,0.0,48,48,2,2,1,2,3,3,3,4,2,2,0,0,0,5160,3090,278.0,0.0,2.0,0.0,0.0,0.0
PRV56268,1,940670,67482.0,484.0,13294,13278,460,651,449,156,346,526,800,868,369,331,86,5705170,607768,2458030,663106,81697.0,11.0,672.0,169.0,26.0,11.0
PRV56269,0,83230,8644.0,45.0,204,204,9,11,12,6,8,8,13,14,4,6,3,174380,20292,36510,10410,1292.0,0.0,8.0,2.0,0.0,0.0
PRV56270,0,289970,2610.0,0.0,12504,12504,389,586,405,203,329,413,730,829,269,280,105,4733730,435064,2274620,693240,75106.0,17.0,608.0,194.0,5.0,0.0
PRV56271,0,36760,1528.0,2.0,1116,1116,30,48,19,11,25,32,57,72,28,21,12,124450,11748,153540,47790,6320.0,0.0,48.0,17.0,0.0,0.0
PRV56272,0,5450,190.0,0.0,264,264,9,17,10,7,5,9,17,14,0,12,1,117380,12816,46900,13810,1637.0,0.0,14.0,4.0,1.0,0.0
PRV56274,0,23980,4272.0,25.0,96,96,2,4,6,2,3,3,3,5,3,2,2,30600,5340,11180,4100,563.0,0.0,5.0,3.0,0.0,0.0
PRV56275,0,24690,250.0,0.0,936,960,25,58,33,3,15,32,58,68,14,22,23,93480,18020,205720,42060,5904.0,3.0,47.0,12.0,0.0,0.0
PRV56276,0,13390,0.0,16.0,84,84,3,4,5,1,2,5,4,5,2,2,0,37260,2136,13780,4230,509.0,0.0,4.0,0.0,0.0,0.0
PRV56277,0,5470,0.0,0.0,228,228,9,14,8,3,5,5,16,18,8,7,0,93060,8544,84580,22740,1458.0,0.0,13.0,4.0,0.0,0.0
PRV56278,0,20910,0.0,0.0,324,324,4,20,11,7,2,11,19,18,8,6,0,73780,6408,98580,27760,1945.0,0.0,15.0,6.0,0.0,0.0
PRV56279,0,17770,100.0,0.0,636,636,26,43,28,3,19,17,45,40,21,23,8,178200,19224,148080,45690,3806.0,0.0,27.0,8.0,0.0,0.0
PRV56280,0,8450,90.0,0.0,468,468,10,27,18,4,11,15,29,31,12,11,3,234200,18156,154630,42660,2698.0,1.0,21.0,7.0,0.0,0.0
PRV56281,0,24130,210.0,0.0,648,648,16,40,32,6,8,21,40,42,15,17,8,446000,25632,210500,52530,3859.0,0.0,31.0,7.0,0.0,0.0
PRV56282,0,500,0.0,0.0,48,48,3,3,2,2,1,2,2,2,0,2,1,12600,5204,6340,1280,329.0,0.0,3.0,1.0,0.0,0.0
PRV56283,0,2320,0.0,0.0,36,36,2,2,3,0,1,1,3,2,0,1,1,49000,2136,22940,5140,211.0,0.0,3.0,0.0,0.0,0.0
PRV56284,0,23090,110.0,0.0,768,804,24,30,30,6,14,16,43,49,14,19,4,319750,39516,130740,38400,4857.0,1.0,44.0,10.0,3.0,0.0
PRV56285,0,140000,13884.0,107.0,156,156,7,10,9,3,7,6,10,13,4,6,1,308890,26700,17330,4590,978.0,0.0,11.0,6.0,0.0,0.0
PRV56286,0,23000,1068.0,16.0,12,12,0,1,1,0,0,0,1,1,1,1,0,23000,1068,60,10,73.0,0.0,1.0,1.0,0.0,0.0
PRV56287,0,28680,310.0,0.0,1284,1284,46,56,49,26,44,37,72,94,35,25,5,412730,41652,231570,74290,7970.0,2.0,65.0,26.0,0.0,0.0
PRV56288,0,24000,2136.0,7.0,24,24,1,1,1,1,1,1,2,2,0,0,0,45000,4272,1510,320,130.0,0.0,2.0,1.0,0.0,0.0
PRV56289,0,28000,5340.0,25.0,60,60,4,3,1,1,1,3,4,3,2,1,1,42000,7476,1280,880,332.0,0.0,3.0,1.0,0.0,0.0
PRV56290,0,11560,10.0,0.0,276,276,9,13,7,2,10,11,17,17,7,8,1,260030,16020,69000,15900,1792.0,0.0,13.0,2.0,0.0,0.0
PRV56291,0,13150,0.0,0.0,432,432,15,16,16,3,10,19,24,26,14,8,4,86080,6408,125230,23450,2562.0,0.0,21.0,6.0,0.0,0.0
PRV56293,0,430,0.0,0.0,36,36,0,1,0,0,0,1,0,1,0,0,0,0,0,1980,580,214.0,0.0,2.0,1.0,0.0,0.0
PRV56295,0,1200,0.0,0.0,48,48,1,2,4,2,1,1,3,3,2,1,1,73540,2136,2360,940,289.0,1.0,2.0,0.0,0.0,0.0
PRV56297,0,7140,0.0,0.0,336,336,16,22,12,5,8,12,20,18,19,8,3,95460,14952,40170,15020,2151.0,0.0,19.0,8.0,0.0,0.0
PRV56299,0,320,0.0,0.0,48,58,2,4,2,0,1,2,3,2,2,1,0,20400,5340,7240,2880,376.0,0.0,3.0,1.0,0.0,0.0
PRV56300,0,990,100.0,0.0,96,96,6,5,5,0,0,1,8,6,3,2,0,4600,1068,12560,5870,626.0,0.0,2.0,1.0,0.0,0.0
PRV56301,0,1030,0.0,0.0,36,36,1,1,0,0,0,1,1,1,0,0,0,4000,1068,3510,960,205.0,0.0,2.0,2.0,0.0,0.0
PRV56302,0,1500,20.0,0.0,48,48,2,1,1,0,0,1,3,3,2,2,1,5200,1068,13080,5200,280.0,0.0,2.0,0.0,0.0,0.0
PRV56303,0,70,0.0,0.0,24,24,0,0,0,0,0,1,1,2,0,1,0,0,0,4580,710,151.0,0.0,2.0,0.0,0.0,0.0
PRV56304,0,12660,100.0,0.0,180,180,7,7,10,2,7,7,12,10,5,6,2,79160,6408,84830,20160,1124.0,0.0,6.0,3.0,0.0,0.0
PRV56305,0,4200,0.0,0.0,348,348,2,12,10,3,9,8,20,18,4,7,0,244800,17088,23060,8070,2222.0,0.0,23.0,2.0,0.0,0.0
PRV56306,0,1400,80.0,0.0,84,84,3,2,5,1,4,6,6,3,2,4,0,17000,4272,22880,5940,445.0,0.0,4.0,5.0,0.0,0.0
PRV56307,0,1330,0.0,0.0,144,144,6,6,4,0,2,6,9,8,6,6,1,106600,5340,18000,4540,855.0,0.0,4.0,1.0,0.0,0.0
PRV56308,0,5030,0.0,0.0,180,180,8,8,2,0,6,5,8,13,4,2,1,30050,3204,40210,15580,1111.0,0.0,10.0,0.0,0.0,0.0
PRV56309,0,1320,0.0,0.0,36,36,1,1,3,0,2,3,2,3,2,1,1,15000,3204,10180,2520,181.0,0.0,1.0,0.0,0.0,0.0
PRV56310,0,80,0.0,0.0,12,12,1,1,1,0,0,0,1,1,0,1,0,6000,1068,1470,400,75.0,0.0,1.0,1.0,0.0,0.0
PRV56311,0,7670,100.0,0.0,204,222,7,12,1,3,6,7,11,15,10,6,0,37000,4272,24730,6700,1428.0,0.0,9.0,1.0,0.0,0.0
PRV56313,0,100,0.0,0.0,36,36,1,3,2,0,1,1,1,2,1,2,1,28720,3204,2110,1250,208.0,0.0,2.0,1.0,0.0,0.0
PRV56314,0,3740,0.0,0.0,96,96,1,4,2,0,2,3,4,6,4,1,0,28000,3204,40500,8810,588.0,0.0,4.0,3.0,0.0,0.0
PRV56316,0,4450,0.0,0.0,72,72,4,4,2,2,3,4,5,6,2,1,1,40780,6408,29000,10850,468.0,0.0,6.0,3.0,0.0,0.0
PRV56317,0,10,0.0,0.0,24,24,1,1,1,1,1,1,2,2,1,2,1,7150,1068,4510,530,165.0,0.0,1.0,0.0,0.0,0.0
PRV56318,0,200,0.0,0.0,12,12,1,1,0,0,0,0,1,1,0,1,0,0,0,2300,140,84.0,0.0,0.0,0.0,0.0,0.0
PRV56319,0,6480,0.0,0.0,156,156,8,7,4,0,2,7,9,9,2,9,2,31220,4204,14220,5640,1012.0,0.0,9.0,1.0,0.0,0.0
PRV56321,0,3910,20.0,0.0,84,84,0,4,2,0,0,1,5,5,1,2,0,90000,2136,39100,9640,506.0,0.0,7.0,0.0,0.0,0.0
PRV56322,0,6800,220.0,0.0,444,432,15,25,12,5,13,13,23,26,15,10,6,177060,19224,57750,25740,2563.0,1.0,23.0,5.0,0.0,0.0
PRV56324,0,100,0.0,0.0,12,12,0,0,1,0,1,0,1,1,1,0,0,57200,3204,1390,380,67.0,0.0,1.0,0.0,0.0,0.0
PRV56328,0,2100,0.0,0.0,180,180,7,8,5,0,2,7,10,12,7,5,2,109440,8544,15430,7980,1224.0,0.0,11.0,0.0,1.0,0.0
PRV56329,0,177000,14952.0,94.0,168,168,5,8,8,0,6,6,13,12,4,4,2,296280,28700,26930,7200,983.0,0.0,6.0,3.0,0.0,0.0
PRV56330,0,3130,0.0,0.0,192,192,4,8,6,2,5,5,11,12,1,5,0,28200,3204,27830,7940,1145.0,0.0,11.0,3.0,1.0,0.0
PRV56331,0,10,0.0,0.0,12,12,0,0,1,0,0,1,1,0,0,1,0,0,0,1410,630,65.0,0.0,0.0,1.0,0.0,0.0
PRV56333,0,11600,0.0,0.0,480,504,24,23,22,5,13,20,31,32,11,14,3,124210,15952,109080,23720,3071.0,0.0,29.0,10.0,0.0,0.0
PRV56334,0,670,0.0,0.0,96,96,1,4,2,0,0,3,6,5,3,3,1,0,0,7780,1840,553.0,0.0,4.0,1.0,0.0,0.0
PRV56335,0,156000,19224.0,108.0,216,216,8,10,9,4,7,8,14,15,4,7,2,211250,25064,23460,6330,1415.0,2.0,11.0,4.0,0.0,0.0
PRV56336,0,237000,22428.0,117.0,240,252,9,12,13,5,7,6,16,15,11,9,1,300910,26700,23470,5820,1513.0,0.0,16.0,3.0,0.0,0.0
PRV56337,0,180,30.0,0.0,24,24,2,1,0,0,0,2,2,1,0,2,0,13000,1068,4020,1730,180.0,0.0,2.0,0.0,0.0,0.0
PRV56338,0,97400,10680.0,62.0,120,108,6,8,6,3,8,7,7,8,3,5,1,152580,17088,6930,1830,682.0,1.0,6.0,5.0,0.0,0.0
